algorithm,compression_ratio,budget,runtime_seconds,memory_mb,hausdorff_distance,average_pte,frechet_distance,ped,dad,sed,sad,issd,original_points,simplified_points,trajectory_id,trajectory_size,turn_preservation,stop_preservation,original_turns,preserved_turns,preservation_ratio,original_stops,preserved_stops
vw,2.0,316,1.290797472000122,0.019397735595703125,16.421840900025863,0.24659340099237573,16.421840900025863,0.24659340099237573,54.06891720988078,564.9693931709062,0.6776657426886228,4379190.982378684,632,316,2,632,,,,,,,
vw,5.015873015873016,126,1.629530668258667,0.017856597900390625,38.38370251146498,0.9610922758038603,38.38370251146498,0.9610922758038603,50.317348993302716,549.2226889352102,0.6821652737049435,4255369.841515034,632,126,2,632,,,,,,,
vw,10.031746031746032,63,1.6380066871643066,0.017856597900390625,74.48639668396832,1.9026705649066165,75.26322701267034,1.9026705649066165,50.370258146714946,548.4943009110988,0.6461980834777503,4172220.7761151907,632,63,2,632,,,,,,,
sw,2.0721311475409836,316,19.120301723480225,0.04534912109375,27.217808266753877,0.24352497645207946,27.217808266753877,0.24352497645207946,50.491077065833586,526.2133089285305,0.7711724574289395,4189668.9915698646,632,305,2,632,,,,,,,
sw,5.056,126,19.460456371307373,0.02239990234375,45.13075217828634,1.0232005686344583,45.13075217828634,1.0232005686344583,50.25512159094237,543.1237532279227,0.7630451594329628,4184977.816741288,632,125,2,632,,,,,,,
sw,10.193548387096774,63,19.02740740776062,0.016219139099121094,131.51556948789585,2.1656676475156105,131.51556948789585,2.1656676475156105,39.085625126409084,382.5861811154287,0.770889339453573,3429114.5762003423,632,62,2,632,,,,,,,
rw,2.0,316,0.2991034984588623,0.07037830352783203,14.934017889048615,0.7352036288138543,14.934017889048615,0.7352036288138543,51.66451532270854,565.2348989964249,2.3203007946472325,6813856.765549008,632,316,2,632,,,,,,,
rw,5.180327868852459,126,0.21702122688293457,0.02530193328857422,36.02783324018283,2.1739430093684833,36.02783324018283,2.1739430093684833,51.587536470781316,574.7987802226297,1.275424398324864,5384654.074964074,632,122,2,632,,,,,,,
rw,10.193548387096774,63,0.17099356651306152,0.01568317413330078,49.42863769908635,3.7204863001907316,49.42863769908635,3.7204863001907316,51.6535725553644,575.8717225646768,0.9384720127081605,4929354.084438713,632,62,2,632,,,,,,,
proposed,2.0,316,0.33858156204223633,0.0992584228515625,89.78639991191915,1.9651485052504918,89.78639991191915,1.9651485052504918,9.551727392474238,2.4892260479279593,0.14403739307222788,11604.627478478362,632,316,2,632,0.9620853080568721,1.0,211.0,203.0,1.0,8.0,8.0
proposed,5.015873015873016,126,0.36635375022888184,0.09943008422851562,362.30651519117544,7.680105639722075,362.30651519117544,7.680105639722075,18.21842816544145,11.764361597453329,0.33218072657450737,126991.26567055084,632,126,2,632,0.5545023696682464,1.0,211.0,117.0,1.0,8.0,8.0
proposed,10.031746031746032,63,0.3738436698913574,0.09943008422851562,617.1707594930465,40.3852548788645,617.1707594930465,40.3852548788645,29.13585193537505,84.44377019248249,0.6155811546920635,665574.0665573197,632,63,2,632,0.4312796208530806,0.75,211.0,91.0,0.75,8.0,6.0
original,1.0,718,0.0006239414215087891,0.006062507629394531,0.0,0.0,0.0,0.0,90.41992238395086,463.85082689614904,0.7483498779099371,13315365.308857154,1436,1436,3,1436,,,,,,,
original,1.0,287,0.0007314682006835938,0.005700111389160156,0.0,0.0,0.0,0.0,90.41992238395086,463.85082689614904,0.7483498779099371,13315365.308857154,1436,1436,3,1436,,,,,,,
original,1.0,143,0.0007495880126953125,0.005700111389160156,0.0,0.0,0.0,0.0,90.41992238395086,463.85082689614904,0.7483498779099371,13315365.308857154,1436,1436,3,1436,,,,,,,
dp,17.51219512195122,718,11.25885558128357,0.0716085433959961,463.9604102867123,22.584668027322174,666.737648463161,22.58467543867928,88.9482417113594,475.91654421644,0.9048419505009285,14447765.846754769,1436,82,3,1436,,,,,,,
dp,5.003484320557491,287,6.325944185256958,0.06534576416015625,127.95226176714507,0.9446865612122209,127.95226176714507,0.9446865612122209,82.9842028458929,376.6655275287633,0.7034158632191504,13018780.757803038,1436,287,3,1436,,,,,,,
dp,10.112676056338028,143,5.190778493881226,0.033570289611816406,113.18258460205779,1.4495461284996016,155.33090191905606,1.4495645813325468,92.68823081170473,422.2535412126762,0.7284745980517293,13043565.281245211,1436,142,3,1436,,,,,,,
squish,2.0,718,9.183144092559814,0.13848876953125,14.820413286060054,0.24085998615571955,14.820413286060054,0.24085998615571955,86.85511250271034,389.34579630779615,0.6842166335661838,13458557.415515179,1436,718,3,1436,,,,,,,
squish,5.003484320557491,287,11.721701383590698,0.13848876953125,36.631676385093186,1.252936101290632,36.631676385093186,1.252936101290632,78.0372246293464,459.06796219567264,0.7073863419075473,13062047.42837306,1436,287,3,1436,,,,,,,
squish,10.041958041958042,143,11.866186380386353,0.13848876953125,74.09343334379047,2.0328798508324346,77.72600038285779,2.0328798508324346,86.18304453529754,421.24517299443784,0.6881968628018962,12000444.967751326,1436,143,3,1436,,,,,,,
